id,streaming_reference,Titulo,synopsis_es,Topico,clusters_jer,clusters_km,plays
914988690,/video/123307196,Hijas del río,"Mientras su madre se prepara para recibir visitas, Magda y su amiga Jochi deberán irse a pasar la tarde al río. El calor azota la ciudad de Viedma en su último día juntas, antes de que Magda se vaya a estudiar a otra ciudad. Una densa vegetación se convierte en el escenario ideal para que se encuentren con su ansiada intimidad, en un pacto por eternizar ese momento.",6,25,38,23398.0
914988691,/video/123506306,Teoría de cuerdas,"Once realizadores y un artista sonoro construyen ""Teoría de Cuerdas"", relato audiovisual alejado de las convenciones narrativas tradicionales. Esta película surge a partir de una única premisa: trabajar las imágenes con absoluta libertad estética y narrativa sobre una banda sonora preexistente e inalterable. De este experimento resulta una película en episodios, un entramado heterogéneo de imágenes propias y apropiadas que conforman una unidad en lo múltiple. Son imágenes del Hombre surcado por el paso del tiempo, por su relación con la Naturaleza, con la Ciencia y el Cosmos. La teoría física que le da nombre propone un cambio de perspectiva en la comprensión y percepción de lo que nos rodea, así también la película se expande hacia múltiples formas de producir, narrar y ver cine. La película no pretende generar un único sentido, sino que por el contrario establece una red de asociaciones que va más allá de lo racional y causal, en este terreno es donde la percepción de cada espectador encuentra pequeños signos para construir su propia visión.",16,35,8,53271.0
914988692,/video/123763467,"Juan, como si nada hubiera sucedido","""Juan, como si nada hubiera sucedido"" indaga sobre la desaparición del estudiante Juan Herman en la ciudad de San Carlos de Bariloche durante la última dictadura militar.",35,24,15,12187.0
914988693,/video/123956137,Ahora es nunca,"Una mirada particular sobre el desencuentro amoroso, de los vínculos no realizados y de las relaciones posibles que no llegan... y de la ventana como manera de asomarnos a otras vidas que pueden terminar siendo la propia. Una mirada sobre una generación de jóvenes que viven en pequeños universos contenidos en la urbanidad de una Buenos Aires de principios del Siglo XXI.",31,28,35,2397.0
914988694,/video/124473602,La mujer que usaba esparcidas las ondas del pelo,"El después de un choque. Una mujer desespera. Una lluvia incesante domina el espacio. Victima y victimaria se unen en un mismo cuerpo. Un crimen, un secreto se devela. De pronto, un testigo, alguien que parece haberlo 
visto todo.",23,29,29,6900.0
914988695,/video/130788303,Mañana·Tarde·Noche,"Julia y Tomás están juntos. No se sabe muy bien cómo pero de alguna manera. Pasan el día en un departamento. Más bien solos pero no del todo.  Son los únicos personajes que podemos ver pero mantienen relación con muchos otros que afectan su vínculo y su fin de semana. Según la mirada de tres directores distintos en distintos momentos del día, ellos hacen sus cosas, pierden el tiempo, y tienen aventuras. Julia quiere irse de vacaciones a la playa pero Tomás tiene miedo de las aguas vivas, él cree que ella lo engaña pero tiene sus propios secretos para esconder, y un vecino alterado termina trayéndoles más problemas de los que podrían haber imaginado. En tono y clave fluctuantes la misma trama avanza y se ramifica mostrando diferentes escorzos de su relación. Mañana·Tarde·Noche : tres directores, dos personajes, una pareja, y un mismo día.",19,26,4,186822.0
914988696,/video/131786489,Diciembre,"Argentina, 19 y 20 de diciembre de 2001. Clara observa la crisis amorosa de su prima Mara y su novio Tomás. El tiempo pasa y la persistencia sexual por parte de Clara comienza hacerse notar. A medida que los saqueos, manifestaciones y muertes aumentan en Argentina, Clara profundiza sus lazos sexuales, interviniendo en juegos que producirán entre ellos una ruptura que, quizás, jamás hubiesen imaginado.
",37,7,25,50425.0
914988697,/video/132668957,Madre,"En el día de su cumpleaños número 25, Natalia es una joven madre que vive junto a su hijo en una habitación alquilada en algún lugar de La Boca. Su vida transcurre entre el cuidado de su hijo Tomas, y el cuidado de Rodolfo, un hombre de ochenta años que está postrado en una cama, y con el cual pasa la mayor parte del día.",11,19,1,4833.0
914988698,/video/135282568,Nuestra arma es nuestra lengua,"Al descubrir que su comunidad ha sido destruida y su mujer secuestrada, Marcos partirá en su búsqueda, embarcándose en una aventura extraordinaria a través de los paisajes y climas más diversos.",27,30,6,6621.0
914988699,/video/136768345,Bariloco,"Recostada sobre uno de los bordes del Nahuel Huapi, ""lago del tigre"" en la lengua araucana, se

levanta la ciudad de Bariloco. Ni paisajes de Suiza, ni de Finlandia. Maravilla 100% Argentina.",23,29,29,1937.0
914988715,/video/143630171,8 Jinetes,"Las peripecias de un grupo de apasionados paisanos bonaerenses, quienes unidos por el amor a la historia y la cultura, recorrieron a lomo de caballo 1900 kms en 64 días, desde Jujuy hasta Buenos Aires, a tiempo de los festejos del Bicentenario de la Revolución de Mayo. Conmovidos ante su propio país, los ocho jinetes encontrarán sentimientos antes dormidos, alegrías y conflictos. Las viejas ideas de la Revolución recobraran así su sentido, presentándose como el más grande y preciado patrimonio.",15,33,20,14776.0
914988716,/video/144911401,A vuelo de pajarito,"Documental que recorre la historia del siglo XX a través del relato de Rogelio García Lupo, periodista de investigación e historiador argentino cofundador de la Agencia de noticias cubana Prensa Latina junto a Gabriel García Márquez, Rodolfo Walsh y Jorge Masetti, y también del semanario de la CGT de los argentinos en 1968. En una estructura de cajas chinas accedemos al archivo personal de García Lupo mientras lo recorre por última vez a los 82 años, luego de haber decidido a entregarlo a la Biblioteca Nacional para consulta de los investigadores futuros.",38,12,19,9248.0
914988717,/video/138867962,La reina,Su traje es blanco y marrón y lleva un casco de cuatro kilos. Le tuvieron que sacar peso porque no lo soportaba. Se le caía la cabeza. Pero ahora no quiere que le saquen más porque está preciosa.,6,25,38,15162.3242009
914988718,/video/151513625,La lluvia es también no verte,"“La lluvia es también no verte”	es un documental acerca	de	una	de	las	luchas sociales más importantes de los	 últimos	 diez	 años: la búsqueda de justicia que iniciaron sobrevivientes y familiares de víctimas de “Cromañón”, donde murieron 194 personas	
por	culpa de la impunidad y la corrupción en democracia.
A partir de los relatos	 sobre la	 historia transcurrida	desde entonces,	el film se pregunta: ¿qué nos impulsa a construir futuro cuando	perdimos lo que más	amamos?.",11,19,1,2256.0
914988719,/video/152976283,Barroco,"Humor, mentiras, amor, engaños e intriga. Una librería porteña es el marco en donde transcurre esta comedia. Julio, el protagonista, comienza una nueva relación amorosa y un nuevo trabajo. Poco prudente, se maneja con ambas cosas como si las conociera de siempre. Esto complicará su gran proyecto: hacer una fotonovela apocalíptica.",17,15,23,103614.0
914988720,/video/159991153,m,"Cerca de cumplir la misma edad que tenía su madre cuando fue secuestrada, el protagonista (también director del film), hijo de una trabajadora del INTA  desaparecida en 1976, inicia una intensa investigación que lo lleva al encuentro con viejos compañeros de trabajo y militancia de su madre. En esa búsqueda surgen nuevas preguntas, incomprensiones, silencios, y complicidades.",11,19,1,4044.0
914988721,/video/160422190,Cumbia La Reina,"“Cumbia La Reina” narra el fenómeno por el cual la Cumbia fue convirtiéndose en parte de la cultura argentina, desde los principios en los años 50’, con Mario Castellón (fundador de los Wawancó), hasta el 2000 con Pablo Lescano (referente de la Cumbia Villera).",23,29,29,2428.0
914988722,/video/160884011,Al cielo,"Andrés es un adolescente introvertido al que le gusta escuchar música punk. Se mueve en su bicicleta por las calles de La Plata entre la escuela, el trabajo y su casa. Una noche se entera por TV que su ídolo Ricky Pagani, el líder de la banda de rock Noche Negra, se suicidó. Ante el impacto de la noticia, su madre se preocupa y lo lleva a la iglesia evangélica. Andrés se incorpora a un grupo de jóvenes y conoce a Alex, guitarrista de una banda que ensaya en el lugar. La atracción es tan fuerte, que se convierte en la causa de su repentino interés por las actividades religiosas.
",38,12,19,102603.0
914988723,/video/161541399,Carnaval,"Rina y Yaco son dos hermanos solteros que viven en un pueblo del interior de Santa Fe y trabajan juntos en el almacén que está al frente de su casa. Todos los días parecen iguales: sin salir, casi sin hablar. Pero hoy es el baile de carnaval y algo puede cambiar.",20,17,28,15208.0
914988724,/video/161541402,Salers,"Durante la ocupación nazi, un hombre visita la ciudad francesa de Salers, donde una mujer loca lo sigue. Muchos años después vuelve a esa misma ciudad.",34,14,11,5946.0
914988725,/video/169113282,INCENDIO/RESCATE,"Tres bomberos intentan no quedarse dormidos mientras esperan que un incendio los haga salir del cuartel. “Incendio/Rescate” observa íntimamente, de una manera casi onírica, a estos personajes que pasan su tiempo esperando la oportunidad de convertirse en héroes.",29,32,16,10198.0
914988726,/video/164408691,"Querida Mara, cartas de un viaje por la Patagonia","El antiguo colectivo urbano sale desde un pueblo pampeano rumbo a la Patagonia. Un grupo de esquiladores conformado mayoritariamente por correntinos viaja con alguien más, que solo aparece en la película a través de su voz omnipresente. Además de convivir con los esquiladores el narrador se dirige a un destinatario ficticio, contándole todo lo que van viviendo a lo largo de ese viaje de seis meses de duración.",22,20,9,22408.0
914988727,/video/174868580,Al fin del mundo,"En Tolhuin, un pueblito perdido en el extremo sur argentino adonde casi nadie va para quedarse, donde el frío y el viento entran por todas las rendijas y la nieve llega a cubrir los alambrados, un hombre busca que la gente no se vaya a través de un nuevo intento: un carnaval en pleno invierno. Este es un documental sobre los esfuerzos que hace el hombre por adaptarse a un destino no siempre elegido. A un territorio que le resulta hostil y que lo enfrenta a la naturaleza en su estado más puro y desenfrenado.
Los habitantes de este paraje congelado, descubren cada día diversos y extraños modos de hacer frente a la adversidad y a sus fantasmas.",0,40,2,22808.0
914988728,/video/176486736,Beatriz Portinari,"Beatriz Portinari no sólo es el nombre de la musa inspiradora de Dante Alighieri, sino también el seudónimo con el cual la escritora platense Aurora Venturini se presentó en 2007 al concurso Nueva Novela, organizado por el periódico Página 12, en el que obtuvo el gran premio por su trabajo Las primas. Llena de picardía y gracia, vitalidad y misterio, con un gran carácter y lucidez, esta mujer que a lo largo de sus noventa y un años nunca paró de escribir, tuvo una vida totalmente ligada a la literatura y a la historia del siglo XX: conoció, fue amiga y trabajó con Eva Perón en un centro de minoridad; en su exilio se relacionó con Simone de Beauvoir y Jean-Paul Sartre, entre otros; y recibió un premio de manos de Jorge Luis Borges, entre muchas otras cosas. Para quienes no conozcan a Aurora Venturini, este documental (del que sus propios directores fueron echados) sirve como iniciación a su mundo y a su obra. Para sus seguidores, sin dudas, será una buena oportunidad de encuentro con este personaje maravilloso. (Violeta Bava, 15 BAFICI).",20,17,28,3516.0
914988761,/video/176610140,Huellas,"En un viaje íntimo y geográfico el director narra en primera persona la historia de su abuelo Ludovico, un italiano llegado a la Argentina luego de combatir en la Segunda Guerra Mundial y que pronto se revela perturbadoramente contradictorio. Sus huellas marcan aún hoy a sus descendientes, y desentrañar su historia se vuelve crucial para asimilar el presente. En busca de sus secretos, el director deberá internarse en el desierto, enfrentar los silencios de su propia historia, redefinir su identidad y reconstruir vínculos familiares quebrados desde hacía años.",38,12,19,12796.0
914988762,/video/183661314,Rastrojero,"Eduardo viaja en su camioneta Rastrojero hasta la ciudad de Córdoba, que en 1947 lo empleó en IME (Industrias Mecánicas del Estado) y hacia el encuentro con sus compañeros de entonces. Mientras tanto, con importante material de archivo y el testimonio de los protagonistas de una épica productiva alejada en el tiempo, y muchas veces en la memoria social, el film narra la historia del Rastrojero, uno de los vehículos más populares de la Argentina, de otra Argentina. El film evoca una etapa de desarrollo industrial y trabajo. Historias personales que se cruzan con historias colectivas y conflictos sociales, en un complejo entramado que refleja el compromiso que el proyecto Rastrojero significó para quienes participaron en él como parte de un proyecto de país que debía ser próspero y pujante. La vida del Rastrojero y el derrotero de la fábrica IME desnudan el cruento proceso de desindustrialización sufrido por la Argentina en la segunda mitad del siglo XX.",24,10,37,275.0
914988763,/video/187661125,General Pico,"En una zona de La Pampa, llamada Maracó, en la ancestral designación mapuche,  hoy se encuentra la ciudad de General Pico. Murales de un pueblo determinado, en un tiempo determinado: sus calles, autos, motos, carteles y algunos transeúntes. El tren como la gran medida del tiempo y del mito.  El trabajo y las elecciones primarias peronistas. Más un festival de cine, una película y una clase. Pero sobre todo este retrato está medido por la sensibilidad de la naturaleza y su encanto. Los perros de la calle, y su lenguaje misterioso atraviesan la película como una antena por fuera de las palabras.",8,16,5,22772.0
914988764,/video/201686039,Salud Rural,"Un  pequeño  pueblo  santafecino,  un  hospital  rural  y  allí  un  médico que atiende a sus pacientes, que los ausculta, que les controla la presión y les ajusta la medicación,  pero por sobre todo un médico que se sienta a  charlar  largo  y  tendido  con  ellos.  Llevando  consigo todo  lo  que  necesita, maletín en mano,  el doctor Serrano  también  visita  a  quienes  no pueden  llegarse hasta el hospital. Cada consulta en el hospital, cada visita domiciliaria cuenta una pequeña historia y todas ellas, ensambladas, conforman éste film documental.
",11,19,1,3129.0
914988765,/video/203279678,La gente del río,"Ernestina es un pequeño pueblo de 150 habitantes, escenario de este documental con la tensión y suspense de un film de ficción. 
Los personajes extraños que viven en el pueblo nos introducen en los hechos vandálicos que produce la gente que visita el río. Actualmente los vecinos instalaron seguridad privada y al parecer esto acabó con el problema. Sin embargo, mientras los documentalistas están rodando la película suceden nuevos hechos extraños. ¿Qué sucede realmente en Ernestina?
La película nos invita a introducirnos con humor en el mundo extraño de este pueblo, las vidas particulares de sus habitantes y la incógnita que despierta las diversas historias sobre La gente del río.",21,36,0,6960.0
914988766,/video/207492777,José Ignacio,"Fernando es un argentino cincuentón que vive en José Ignacio, un pueblito de pescadores.
Fue un importante ejecutivo, presidente de varias empresas, pero en la crisis de 2001 se mudó a la costa del Uruguay para empezar una nueva vida como escritor. Su vida es muy ordenada: se levanta temprano, sigue sus inversiones por internet, y nunca va a fiestas. Sus intentos de escribir no terminan de convencerlo. Con la llegada de su hija Cristina, que estudia en Buenos Aires pero lo viene a visitar en las vacaciones, se ve obligado a bajar a la playa para acompañarla a una clase de surf. Ahí conoce a Marina, una profesora de surf que vive en Italia, pero que regresa a José Ignacio en los veranos para dar clases. Marina es linda y atlética, todo lo opuesto a Fernando. Y más joven: en sus treinta y algo. Fernando está cautivado por la belleza y la espontaneidad de Marina. Y ella admira la madurez y estabilidad de Fernando. De a poco la atracción entre ellos desemboca en un amor apasionado. Con el fin del verano, los días se hacen más cortos, el agua más fría, y la vida más difícil. Fernando quiere retener a Marina y construir algo con ella. Marina se siente dividida entre su amor por Fernando, y su deseo de ser independiente y volver a Italia. Podrá más la fuerza del amor, o la realidad de dos vidas tan diferentes. ",3,11,3,191891.0
914988767,/video/209603245,Atardecer,"Una mujer mayor, luego de perder al marido de toda la vida, sale de vacaciones a un sitio donde solía veranear con él. Allí, convive con otras huéspedes del hotel, desconectándose por momentos, de su duelo.",11,19,1,3251.0
914988768,/video/215842098,646,"""La mirada navega a través de los exteriores de la luz y los interiores de las sombras. Por una ventana, la luz vela por los cuerpos que el ojo no ve"".",20,17,28,460.0
914988769,/video/215842142,Película + Lava,"Mediante imágenes de la acción química que ejerce la lavandina sobre el material fílmico, este corto recuerda la manipulación y censura que sufrió el cine Nacional e Internacional entre finales de los año 1974 y principios de 1980 en la Argentina.",4,4,7,758.0
914988770,/video/214673905,La internacional,"Filmo a mi hermana discutiendo con mi mamá mientras preparan la cena de Navidad, en un acampe obrero, en un piquete, cantando. Descubro en un VHS que venía filmándola desde que éramos chiquitas. Al parecer, según algunos versos de “La Internacional”, el socialismo sería algo así como un paraíso lleno de hermanos.",33,3,32,3901.0
914988771,/video/207450472,El estado de las cosas,"Hay una casa siendo vaciada. Hay un remate en el barrio de Flores. Los clientes llenan el lugar, ansiosos por comprar todo tipo de objetos, tanto útiles como bellos, rotos o absurdos. Charlan, cenan, festejan sus cumpleaños, arropan a sus hijos. Pero casi no existe filtro a la hora de pelear por llevarse al mejor precio aquello que pertenece a los muertos, los exiliados, los fugitivos, los desalmados.",39,21,21,7516.0
914988772,/video/218831765,La mujer perseguida,"Cartas de amor, cartas ridículas de amor, cartas viejas de amores ridículos y una piba perseguible. Después, corridas en las clases de natación, corridas en academias universitarias, corridas en los terrenos baldíos del conurbano bonaerense. Dedicatorias, entrevistas, avenidas vacías, bocetos, militantes. Y al final, dos pibes en la calle, a lo lejos, a los gritos, a los besos.",15,33,20,5291.0
914988773,/video/218612006,Enfrentar animales salvajes,"Miss Chile ‘85 ha sido secuestrada por Tarzán, rey de la jungla y máximo exponente del comando patriótico antipinochetista Manuel Rodríguez.
",31,28,35,1781.0
914988774,/video/219090384,El novio actual,"Una cineasta se reencuentra con su ex novio, quien interpreta un papel en su nueva película, en la que se debate la autenticidad o falsedad de un beso en una escena gay, con backstage incluido. ¿Metacine o metagay? El cine gay dentro del cine o el cine dentro del cine gay, variaciones de un dédalo de representaciones. ""El novio actual"" se alimenta de humor lateral, de lo político del deseo como charla de cocina, de la observación sin parpadeos de lo que somos y lo que fingimos ser, como un núcleo que se reinterpreta con gestos siempre distintos, una vez como drama y otra como comedia, casi sin saber cuál es cuál. (Diego Trerotola).
",25,39,39,6483.0
